DateTime,Fsed_frp,Fsed_frp.1,RMSE
2021-11-08 06:59:56,0.00515601402015598,0.112477842014926,0.0418828219804967
2021-11-08 06:59:46,0.00515601402015598,0.112477842014926,0.0418828219804967
2021-11-08 06:59:36,0.00516612061394751,0.112466816752035,0.0419026375194968
2021-11-08 06:59:26,0.00517088773060295,0.112463599211037,0.0419843860669235
2021-11-08 06:59:17,0.00515635881932976,0.112470769020601,0.0423374459251784
2021-11-08 06:59:07,0.00515371341768561,0.112468790994648,0.0419578641319552
2021-11-08 06:58:57,0.00515601402015598,0.112477842014926,0.0418828219804967
2021-11-08 06:58:48,0.00516616812975697,0.112463838002259,0.0426334119571014
2021-11-08 06:58:38,0.00517807778963554,0.112458638118674,0.0423067811696045
2021-11-08 06:58:29,0.00517674297859029,0.11246569564005,0.0422192771666804
2021-11-08 06:58:19,0.00517521484170827,0.112462978389142,0.0419203123287937
2021-11-08 06:58:10,0.00517113568688091,0.112467524335564,0.0421070241579023
2021-11-08 06:57:59,0.00515664022424298,0.112473160795668,0.0419146763962114
2021-11-08 06:57:49,0.00517259196033019,0.112471816417664,0.0421607323779009
2021-11-08 06:57:40,0.00515702574543007,0.112475362980201,0.0421043236789823
2021-11-08 06:57:29,0.00516064289864226,0.112469117706136,0.0423489934282645
2021-11-08 06:57:19,0.00517074452333764,0.112468917895917,0.041727309677109
2021-11-08 06:57:10,0.00516226679571785,0.112467087316578,0.0422501004523454
2021-11-08 06:57:00,0.00517072195936994,0.112466364325194,0.0422183928231241
2021-11-08 06:56:50,0.00517024863819303,0.112466864745275,0.042029423659663
2021-11-08 06:56:41,0.00516868423703302,0.112470124226955,0.0422976915923972
2021-11-08 06:56:31,0.00516623316445227,0.112466819068591,0.0423046630543489
2021-11-08 06:56:22,0.0051673209087365,0.112468625833393,0.0419984169153586
2021-11-08 06:56:12,0.0051654788883804,0.112468495958712,0.04186341681543
2021-11-08 06:56:02,0.00517064841981837,0.112463525263474,0.041975877578382
2021-11-08 06:55:53,0.0051695875361883,0.11246301260849,0.041978624762032
