DateTime,Fsed_oxy,Fsed_oxy.1,RMSE
2021-11-08 00:03:18,-17.3613972806917,-1.07202769520431,109.627405783927
2021-11-08 00:03:08,-17.3613972806917,-1.07202769520431,109.627405783927
2021-11-08 00:02:58,-17.4465390954085,-1.09109575762817,164.424786775881
2021-11-08 00:02:48,-17.3613972806917,-1.07202769520431,109.627405783927
2021-11-08 00:02:38,-17.4911437386038,-1.15662196195844,116.796730908096
2021-11-08 00:02:28,-17.6066336956147,-1.09103479457509,119.162904326272
2021-11-08 00:02:18,-17.4884570928486,-1.11753444205412,146.664976959001
2021-11-08 00:02:08,-17.4708231084717,-1.05440185136787,118.64229389054
2021-11-08 00:01:58,-17.604116878304,-1.03705827022852,127.238572282394
2021-11-08 00:01:48,-17.4432248835658,-1.1054362439973,114.159997806207
2021-11-08 00:01:39,-17.6555566765083,-1.06269014276527,169.338890136708
2021-11-08 00:01:29,-17.5305470277725,-1.04049511504657,124.278826367647
2021-11-08 00:01:20,-17.5140091704092,-1.0278356907291,149.47858925954
2021-11-08 00:01:10,-17.571959003674,-1.07536146828833,117.821476679327
2021-11-08 00:01:00,-17.5394421544242,-1.07942066189982,128.052698757346
2021-11-08 00:00:50,-17.4534144857562,-1.09244083076169,125.211300232127
2021-11-08 00:00:41,-17.3943500626072,-1.02342229756587,135.990820692204
2021-11-08 00:00:31,-17.5018113532764,-1.05025326621609,155.294262826714
2021-11-08 00:00:21,-17.610053324068,-1.06561689433368,113.626380295666
2021-11-08 00:00:11,-17.3693192490577,-1.07457425021015,119.602897962554
2021-11-08 00:00:01,-17.4209859110317,-1.05838251378014,116.422662762699
2021-11-07 23:59:52,-17.4361071419023,-1.034241792735,157.740308365728
2021-11-07 23:59:42,-17.4397635513257,-1.06610592370948,120.504266987561
2021-11-07 23:59:32,-17.5716660463345,-1.06176001396216,132.057731498664
2021-11-07 23:59:23,-17.4845469292855,-1.04764457947564,149.879123409206
2021-11-07 23:59:13,-17.4372302002446,-0.9924007668966,161.392333805467
2021-11-07 23:59:03,-17.69649414925,-1.01901805241179,119.052876654668
2021-11-07 23:58:53,-17.6326159470606,-1.04250265026158,140.190579402025
2021-11-07 23:58:44,-17.5732919629719,-0.975480765919219,145.321313036304
2021-11-07 23:58:34,-17.5248362833194,-0.996325564143842,114.619418305638
2021-11-07 23:58:24,-17.4457759042354,-1.05065775601689,142.858173134436
2021-11-07 23:58:14,-17.4769473035527,-1.06547684340884,108.842637021203
2021-11-07 23:58:05,-17.5505465939773,-1.09536213132329,115.032217770673
2021-11-07 23:57:55,-17.6662746678811,-1.07326282688283,157.940438050087
2021-11-07 23:57:45,-17.5582084122601,-1.06270607676038,158.728251187433
2021-11-07 23:57:36,-17.6241502138188,-1.0566720151923,156.431769658535
2021-11-07 23:57:26,-17.5397869004295,-0.956959789146934,115.620251271135
2021-11-07 23:57:16,-17.5091695204748,-1.03779286904392,110.994439735368
2021-11-07 23:57:06,-17.6055340209536,-1.08094448511126,115.359793551501
2021-11-07 23:56:57,-17.4699114843881,-1.07140006774177,117.637456154603
2021-11-07 23:56:47,-17.6222296856247,-1.08467609338595,124.143633702268
2021-11-07 23:56:37,-17.6380874717733,-1.09735448225529,116.659481008782
2021-11-07 23:56:27,-17.6830471320685,-1.02418740839576,114.344159436243
2021-11-07 23:56:17,-17.5311693979967,-1.0559473086505,114.750835821692
2021-11-07 23:56:08,-17.7811337402297,-1.00004148452283,150.64802994784
