DateTime,sw_factor,lw_factor,sed_temp_amplitude,sed_temp_amplitude.1,sed_temp_mean,sed_temp_mean.1,sed_temp_peak_doy,sed_temp_peak_doy.1,RMSE
2021-11-05 17:29:50,0.756599630995705,0.949447864625935,4.45473773842185,7.78538087935469,12.1739788640036,19.0632175977938,253.203107219002,250.106561933614,2.26384006162486
2021-11-05 17:29:40,0.756599630995705,0.949447864625935,4.45473773842185,7.78538087935469,12.1739788640036,19.0632175977938,253.203107219002,250.106561933614,2.26384006162486
2021-11-05 17:29:31,0.7562631088566,0.950678892459241,4.39298543030501,7.8379936170431,12.1289699683623,19.03496901747,253.454293461142,250.257741732827,2.28643524033096
2021-11-05 17:29:21,0.758644596327673,0.948328474147908,4.46380728332585,7.78564649073651,12.1713463146503,18.9878749285346,254.330002916576,250.316079036859,2.28815710526669
2021-11-05 17:29:11,0.75342354144212,0.950128881266375,4.36732695290147,7.82168203048405,12.1768054998412,19.1499549049167,253.521736233928,250.309653241798,2.26909100121581
2021-11-05 17:29:02,0.752069209758248,0.947034900024475,4.39837530926663,7.82543745543258,12.2051100038951,19.0613081833734,253.735968972363,250.13069432095,2.28491425657062
2021-11-05 17:28:52,0.754518283335818,0.949260707880816,4.39918052262878,7.79520168042954,12.1966916481446,19.0069100914873,253.570822713821,250.384085347316,2.29163744556311
2021-11-05 17:28:43,0.752838920220213,0.948433120142259,4.41586262060988,7.76468828761393,12.2121382670457,19.1292331782015,253.561137449775,250.055387142845,2.27309160875715
2021-11-05 17:28:33,0.754998387480361,0.946570632020877,4.40024651027882,7.94768230384692,12.2187232140526,19.0482937357848,253.702001452904,250.287913636061,2.28796860407486
2021-11-05 17:28:24,0.756599630995705,0.949447864625935,4.45473773842185,7.78538087935469,12.1739788640036,19.0632175977938,253.203107219002,250.106561933614,2.26384006162486
2021-11-05 17:28:14,0.751817418567069,0.94997192852234,4.35881719679188,7.72833748076774,12.123197461806,19.0682610471535,253.277158806937,250.185029591529,2.27865844182782
2021-11-05 17:28:05,0.756161760236657,0.943953329701168,4.3325853497409,7.88861156391393,12.2393620912075,19.1993864146704,253.274002163015,250.189424459715,2.28977561146377
2021-11-05 17:27:56,0.751225259121884,0.949026234224555,4.41259158920253,7.75322963332222,12.0836540567379,18.9839503298715,254.095158626657,250.376612735435,2.28966728893483
2021-11-05 17:27:46,0.759346715145771,0.947724395951969,4.4132841072217,7.76311618461876,12.0281992282222,18.9653907917281,253.823045078003,250.522680977804,2.28554822520533
2021-11-05 17:27:37,0.755601292622451,0.950149725561593,4.42648008225559,7.69648386696203,12.0956509288507,19.0069530932192,253.708144297989,250.308564588509,2.28037077674222
2021-11-05 17:27:27,0.754771925039832,0.95128696831326,4.45116427125572,7.72107372162986,12.1293069470338,18.9284780896557,254.519957888415,250.399820973556,2.31119908205726
2021-11-05 17:27:18,0.755344629726919,0.947033776778391,4.3936881252017,7.77640035014227,12.1592844347195,19.0732093050536,253.795883691224,250.540304217729,2.28458447619174
2021-11-05 17:27:09,0.754502372613267,0.948371493929169,4.49592845062349,7.80419083086111,12.1766127027348,19.0227256865992,253.496349492796,250.098441181146,2.26710464520164
2021-11-05 17:26:59,0.75329398807973,0.948261883931015,4.44014182946576,7.77445063088997,12.1665474040173,18.9521784489843,253.74554372719,250.460942440154,2.28623442744661
2021-11-05 17:26:49,0.753519568787719,0.948060617112082,4.35375526262008,7.79299720978651,12.1096220812558,19.1102334102019,253.559617206697,250.285825148553,2.27661734336941
2021-11-05 17:26:39,0.75320955392512,0.949185502813354,4.52526158469735,7.68260942844091,12.1071381890919,18.9587856830582,253.697252960394,250.521092114502,2.29320745107873
2021-11-05 17:26:30,0.75,0.950990117581,4.39002456960425,7.7497535999254,12.1717700600406,19.0710967537375,253.387394877891,250.239225539824,2.28497064103119
2021-11-05 17:26:20,0.755409254666821,0.943359366931411,4.38185523062175,7.68266796688427,12.1212879698778,19.0023600207358,253.854596775777,250.403681222988,2.27906903570698
2021-11-05 17:26:10,0.752592327107841,0.945666474393782,4.40735487943915,7.75063915609786,12.1117781724368,19.1088895793017,253.866808804,250.30703029303,2.2806057685668
2021-11-05 17:26:00,0.75675039749822,0.943133726093928,4.37114925217277,7.74281569038696,12.1168786433644,19.1024150309533,253.43165788652,250.413854612117,2.28737612785572
2021-11-05 17:25:49,0.754568015005692,0.94954522345234,4.48164514625186,7.71515960940294,12.1672254644288,18.9536812007329,253.917417430193,250.519725403636,2.27294813291492
2021-11-05 17:25:40,0.753133462799296,0.942192241513062,4.3844906289421,7.73158448951428,12.1497256383682,19.0174096864766,253.891723129314,250.339199965678,2.30276984195079
2021-11-05 17:25:30,0.756117544743367,0.944520761833309,4.46717756715001,7.67339940449728,12.1929092473987,18.9562757180692,254.491650114694,250.375913455014,2.28015053134082
2021-11-05 17:25:21,0.755017638744409,0.949711271154074,4.39980449237576,7.69219029234267,12.0370729620839,19.0066458095626,253.963088264644,250.225478019685,2.27498731677284
2021-11-05 17:25:12,0.759452079219763,0.944794512152533,4.3322914841244,7.75547177326665,12.1603137886013,19.0806025114432,253.640059000669,250.292354581631,2.28044947735824
2021-11-05 17:25:02,0.753225012757757,0.948033271665741,4.44270494565823,7.65533491851394,12.1287615469395,19.0080963747396,254.074368067316,250.351909180826,2.28221498860449
2021-11-05 17:24:53,0.752258968114439,0.94648093702204,4.43913897394268,7.8543734407559,12.0877636158333,19.0505318917106,253.476364065107,250.041836669833,2.27819787058321
